,0
1499,-46.8066631
1500,-46.82287019
1501,-46.78069906
1502,-46.78186771
1503,-46.78186771
1504,-46.78186771
1505,-46.78186771
1506,-46.78186771
1507,-46.78186771
1508,-46.78186771
1509,-46.78186771
1510,-46.75069213
1511,-46.78186771
1512,-46.5158126
1513,-46.78186771
1514,-46.78186771
1515,-46.78186771
1516,-46.78186771
1517,-46.64333469
1518,-46.65423301
1519,-46.78186771
1520,-46.53310422
1521,-46.53310422
1522,-46.53310422
1523,-46.53310422
1524,-46.78186771
1525,-46.78186771
1526,-46.57123448
1527,-46.65120635
1528,-46.78186771
1529,-46.66770766
1530,-46.66770766
1531,-46.39419428
1532,-46.78186771
1533,-46.78186771
1534,-46.57836431
1535,-46.18360503
1536,-46.70196938
1537,-46.70196938
1538,-46.80620794
1539,-46.3313343
1540,-46.5488779
1541,-46.5488779
1542,-46.70867737
1543,-46.78186771
1544,-46.71757941
1545,-46.78186771
1546,-46.78186771
1547,-46.78186771
1548,-46.78186771
1549,-46.78186771
1550,-46.28470724
1551,-46.78186771
1552,-46.78186771
1553,-46.73110126
1554,-46.78186771
1555,-46.78186771
1556,-45.83100929
1557,-46.65062102
1558,-46.65062102
1559,-46.30571469
1560,-46.5852107
1561,-46.78186771
1562,-46.78186771
1563,-46.63761546
1564,-46.78186771
1565,-46.78186771
1566,-46.79359478
1567,-46.78186771
1568,-46.78186771
1569,-46.92356472
1570,-46.61191919
1571,-46.66660674
1572,-46.32698486
1573,-46.32698486
1574,-46.40139319
1575,-46.66497745
1576,-46.58559143
1577,-46.78207531
1578,-46.78186771
1579,-46.51960283
1580,-46.78186771
1581,-46.78186771
1582,-46.78186771
1583,-46.78186771
1584,-46.25691933
1585,-46.25691933
1586,-46.20857163
1587,-46.78186771
1588,-46.52611411
1589,-46.78186771
1590,-46.58559143
1591,-46.34805773
1592,-46.78213286
1593,-46.78186771
1594,-46.78186771
1595,-46.78186771
1596,-46.78186771
1597,-46.33867621
1598,-46.78186771
1599,-46.8008286
1600,-46.30385335
1601,-46.30385335
1602,-46.78186771
1603,-46.36198244
1604,-46.78186771
1605,-46.53736143
1606,-46.70196938
1607,-46.78186771
1608,-46.6395454
1609,-46.78186771
1610,-46.78186771
1611,-46.78186771
1612,-46.78186771
1613,-46.49740002
1614,-46.73779216
1615,-46.78186771
1616,-46.78186771
1617,-46.78186771
1618,-46.73110126
1619,-46.78186771
1620,-46.56735235
1621,-46.78186771
1622,-46.20954816
1623,-46.78186771
1624,-46.78186771
1625,-46.63304222
1626,-46.78186771
1627,-46.70196938
1628,-46.78186771
1629,-46.78186771
1630,-46.78186771
1631,-46.78186771
1632,-46.78186771
1633,-46.57123448
1634,-45.83100929
1635,-46.40139319
1636,-46.25691933
1637,-46.78186771
1638,-46.78186771
1639,-46.78186771
1640,-46.78186771
1641,-46.78186771
1642,-46.71757941
1643,-46.78186771
1644,-46.78186771
1645,-46.57054481
1646,-46.78186771
1647,-46.78186771
1648,-46.78186771
1649,-46.78186771
1650,-46.78186771
1651,-46.78186771
1652,-46.62831132
1653,-46.68582175
1654,-46.78186771
1655,-46.79339541
1656,-46.30975764
1657,-46.91580055
1658,-46.91580055
1659,-46.4396255
1660,-46.78186771
1661,-46.78186771
1662,-46.72657592
1663,-46.48720765
1664,-46.48720765
1665,-46.60980605
1666,-46.78186771
1667,-46.79795612
1668,-46.70196938
1669,-46.43580701
1670,-46.56641579
1671,-46.5852107
1672,-46.78186771
1673,-46.78186771
1674,-46.78186771
1675,-46.68499082
1676,-46.21726821
1677,-46.21726821
1678,-46.57836431
1679,-46.40500999
1680,-46.78186771
1681,-46.78186771
1682,-46.78186771
1683,-46.78186771
1684,-46.78186771
1685,-46.32264981
1686,-46.78526452
1687,-46.42066587
1688,-46.42066587
1689,-46.53310422
1690,-46.64241768
1691,-46.78186771
1692,-46.78186771
1693,-46.41293189
1694,-46.78186771
1695,-46.3313343
1696,-46.3313343
1697,-46.64241768
1698,-46.79063066
1699,-46.78186771
1700,-46.68724384
1701,-46.18360503
1702,-46.55889861
1703,-46.78186771
1704,-46.78186771
1705,-46.78186771
1706,-46.78213286
1707,-46.78186771
1708,-46.70196938
1709,-46.78186771
1710,-46.78186771
1711,-46.78186771
1712,-46.78186771
1713,-46.31832143
1714,-46.78186771
1715,-46.78186771
1716,-46.46617442
1717,-46.17862775
1718,-46.73110126
1719,-46.43537659
1720,-46.28470724
1721,-46.78186771
1722,-46.78186771
1723,-46.78186771
1724,-46.63793811
1725,-46.41133292
1726,-46.41133292
1727,-46.60980605
1728,-46.78186771
1729,-46.78186771
1730,-46.79359478
1731,-46.78186771
1732,-46.78186771
1733,-46.78186771
1734,-46.2851868
1735,-46.66497745
1736,-46.28618288
1737,-46.49740002
1738,-46.78186771
1739,-46.78186771
1740,-46.78186771
1741,-46.78186771
1742,-46.78186771
1743,-46.49740002
1744,-46.54569185
1745,-46.88426001
1746,-46.64560557
1747,-46.78186771
1748,-46.78186771
1749,-46.49740002
1750,-46.4684892
1751,-46.73779216
1752,-46.78186771
1753,-46.78186771
1754,-46.68582175
1755,-46.6803161
1756,-46.75015113
1757,-46.78186771
1758,-46.78186771
1759,-46.6803161
1760,-46.6803161
1761,-46.17881208
1762,-46.79795612
1763,-46.78186771
1764,-46.78186771
1765,-46.33867621
1766,-46.29406221
1767,-46.78186771
1768,-46.5158126
1769,-46.78186771
1770,-46.78186771
1771,-46.79498406
1772,-46.59781187
1773,-46.73110126
1774,-46.78186771
1775,-46.78186771
1776,-46.78186771
1777,-46.78186771
1778,-46.78186771
1779,-46.78186771
1780,-46.91580055
1781,-46.91580055
1782,-46.91580055
1783,-46.77348752
1784,-46.75015113
1785,-46.78186771
1786,-46.64465889
1787,-46.64465889
1788,-46.64465889
1789,-46.78186771
1790,-46.72657592
1791,-46.73110126
1792,-46.36198244
1793,-46.68499082
1794,-46.54038838
1795,-46.43179604
1796,-46.43179604
1797,-46.78186771
1798,-46.78186771
1799,-46.29152763
1800,-46.35968016
1801,-46.78775821
1802,-46.57836431
1803,-46.57836431
1804,-46.64713441
1805,-46.78991206
1806,-46.78186771
1807,-46.78186771
1808,-46.73110126
1809,-46.78186771
1810,-46.61123133
1811,-46.78186771
1812,-46.78186771
1813,-46.71182076
1814,-46.78186771
1815,-46.34049161
1816,-46.78186771
1817,-46.78186771
1818,-46.63534231
1819,-46.63534231
1820,-46.63534231
1821,-46.78186771
1822,-46.78186771
1823,-46.78186771
1824,-46.78186771
1825,-46.87737914
1826,-46.78186771
1827,-46.78186771
1828,-46.56041177
1829,-46.39616692
1830,-46.74771269
1831,-46.78186771
1832,-46.50506903
1833,-46.64484208
1834,-46.34700192
1835,-46.64193686
1836,-46.50981896
1837,-46.78186771
1838,-46.79063066
1839,-46.55889861
1840,-46.55889861
1841,-46.55889861
1842,-46.78186771
1843,-46.78186771
1844,-46.78186771
1845,-46.6378347
1846,-46.59522516
1847,-46.40476097
1848,-46.40476097
1849,-46.64152296
1850,-46.64152296
1851,-46.45599307
1852,-46.60774784
1853,-46.97560238
1854,-46.66697723
1855,-46.52101433
1856,-46.34774904
1857,-46.34774904
1858,-46.78186771
1859,-46.79063066
1860,-46.72513828
1861,-46.78186771
1862,-46.72779492
1863,-46.43537659
1864,-46.43537659
1865,-46.78186771
1866,-46.78213286
1867,-46.78186771
1868,-46.64154663
1869,-46.78186771
1870,-46.78186771
1871,-46.78186771
1872,-46.78186771
1873,-46.78186771
1874,-46.78186771
1875,-46.34805773
1876,-46.78186771
1877,-46.28618288
1878,-46.35971484
1879,-46.78186771
1880,-46.78186771
1881,-46.56050607
1882,-46.56050607
1883,-46.74771269
1884,-46.74771269
1885,-46.34700192
1886,-46.78186771
1887,-46.78186771
1888,-46.78186771
1889,-46.78186771
1890,-46.78186771
1891,-46.71622998
1892,-46.78186771
1893,-46.78186771
1894,-46.78186771
1895,-46.78186771
1896,-46.63761546
1897,-46.63761546
1898,-46.76410431
1899,-46.78186771
1900,-46.78186771
1901,-46.52797713
1902,-46.63793811
1903,-46.57836431
1904,-46.78186771
1905,-46.49740002
1906,-46.54569185
1907,-46.73779216
1908,-46.73110126
1909,-46.555543
1910,-46.78186771
1911,-46.78186771
1912,-46.43537659
1913,-46.43537659
1914,-46.78186771
1915,-46.78186771
1916,-46.49945902
1917,-46.78186771
1918,-46.78186771
1919,-46.53028157
1920,-46.42639147
1921,-46.46632469
1922,-46.79500193
1923,-46.79500193
1924,-46.79500193
1925,-46.79500193
1926,-46.42639147
1927,-46.42639147
1928,-46.46632469
1929,-46.8074159
1930,-46.8074159
1931,-46.80771587
1932,-46.42639147
1933,-46.46632469
1934,-46.86347783
1935,-46.89121796
1936,-46.73993003
1937,-46.73993003
1938,-46.80771587
1939,-46.79500193
1940,-46.86347783
1941,-46.73993003
1942,-46.41046218
1943,-46.86347783
1944,-46.92428789
1945,-46.8001724
1946,-46.92428789
1947,-46.81785224
1948,-46.81785224
1949,-46.81785224
1950,-46.89121796
1951,-46.81785224
1952,-46.76220839
1953,-46.8001724
1954,-46.8001724
1955,-46.86347783
1956,-46.5856568
1957,-46.41046218
1958,-46.81785224
1959,-46.76220839
1960,-46.79389825
1961,-46.8001724
1962,-46.76523294
1963,-46.76523294
1964,-46.5856568
1965,-46.35946957
1966,-46.41011019
1967,-46.35946957
1968,-46.5856568
1969,-46.90386489
1970,-46.73266984
1971,-46.63253262
1972,-46.63253262
1973,-46.63253262
1974,-46.33528707
1975,-46.79767987
1976,-46.69213105
1977,-46.79767987
1978,-46.54724999
1979,-46.61277043
1980,-46.61277043
1981,-46.43158967
1982,-46.80695935
1983,-46.54724999
1984,-46.47698669
1985,-46.63253262
1986,-46.33528707
1987,-46.33528707
1988,-46.79767987
1989,-46.47698669
1990,-46.43158967
1991,-46.54724999
1992,-46.54724999
1993,-46.54724999
1994,-46.54724999
1995,-46.33528707
1996,-46.36500047
1997,-46.78186771
1998,-46.78186771
1999,-46.80695935
2000,-46.80695935
2001,-46.80695935
2002,-46.78186771
2003,-46.36500047
2004,-46.69642326
2005,-46.73266984
2006,-46.78186771
2007,-46.69213105
2008,-46.31629636
2009,-46.31629636
2010,-46.31629636
2011,-46.31629636
2012,-46.28674522
2013,-46.88501433
2014,-46.74096833
2015,-46.47698669
2016,-46.57482217
2017,-46.54724999
2018,-46.73266984
2019,-46.61277043
2020,-46.88501433
2021,-46.88501433
2022,-46.69642326
2023,-46.90349191
2024,-46.78186771
2025,-46.36644609
2026,-46.81785224
2027,-46.81785224
2028,-46.78186771
2029,-46.78186771
2030,-46.20370402
2031,-46.20370402
2032,-46.74344983
2033,-46.90349191
2034,-46.63477587
2035,-46.78186771
2036,-46.81785224
2037,-46.81785224
2038,-46.36644609
2039,-46.43705118
2040,-46.81785224
2041,-46.8001724
2042,-46.31629636
2043,-46.28674522
2044,-46.28817519
2045,-46.53734728
2046,-46.53734728
2047,-46.74344983
2048,-46.74344983
2049,-46.78186771
2050,-46.78186771
2051,-46.63477587
2052,-46.59496986
2053,-46.81785224
2054,-46.43705118
2055,-46.36500047
2056,-46.36500047
2057,-46.31629636
2058,-46.8001724
2059,-46.75408658
2060,-46.69955092
2061,-46.69955092
2062,-46.69955092
2063,-46.78186771
2064,-46.37934954
2065,-46.74344983
2066,-46.7607773
2067,-46.7607773
2068,-46.6253548
2069,-46.51597554
2070,-46.51597554
2071,-46.51597554
2072,-46.51597554
2073,-46.68857313
2074,-46.64431182
2075,-46.51597554
2076,-46.51597554
2077,-46.51597554
2078,-46.51597554
2079,-46.57661436
2080,-46.58694866
2081,-46.78186771
2082,-46.51597554
2083,-46.51597554
2084,-46.78186771
2085,-46.33215228
2086,-46.78186771
2087,-46.35171677
2088,-46.46988521
2089,-46.78186771
2090,-46.51597554
2091,-46.35171677
2092,-46.29470539
2093,-46.35171677
2094,-46.78186771
2095,-46.33215228
2096,-46.6544679
2097,-46.6327668
2098,-46.73717849
2099,-46.6301659
2100,-46.64783574
2101,-46.51597554
2102,-46.51597554
2103,-46.6301659
2104,-46.64431182
2105,-46.78186771
2106,-46.51597554
2107,-46.34612013
2108,-46.29767581
2109,-46.44407348
2110,-46.44407348
2111,-46.66375505
2112,-46.64660758
2113,-46.78186771
2114,-46.68957232
2115,-46.34612013
2116,-46.63325723
2117,-46.78186771
2118,-46.29470539
2119,-46.34612013
2120,-46.52246505
2121,-46.52246505
2122,-46.78186771
2123,-46.64277848
2124,-46.34612013
2125,-46.33946313
2126,-46.44407348
2127,-46.6381745
2128,-46.63377527
2129,-46.63377527
2130,-46.65273016
2131,-46.65273016
2132,-46.62944961
2133,-46.47078526
2134,-46.53836522
2135,-46.49069252
2136,-46.62944961
2137,-46.64089362
2138,-46.6084333
2139,-46.49482766
2140,-46.63567057
2141,-46.52246505
2142,-46.78186771
2143,-46.85951697
2144,-46.61307078
2145,-46.78186771
2146,-46.61124559
2147,-46.74123364
2148,-46.8541947
2149,-46.4239897
2150,-46.78186771
2151,-46.33946313
2152,-46.21509052
2153,-46.49482766
2154,-46.87187601
2155,-46.29016785
2156,-46.57157908
2157,-46.53836522
2158,-46.61090322
2159,-46.64000745
2160,-46.66686324
2161,-46.63541332
2162,-46.82324982
2163,-46.78186771
2164,-46.68957232
2165,-46.85951697
2166,-46.6299492
2167,-46.44868816
2168,-46.78186771
2169,-46.59058729
2170,-46.78186771
2171,-46.41838862
2172,-46.78186771
2173,-46.32963651
2174,-46.67659315
2175,-46.78186771
2176,-46.60080931
2177,-46.63304222
2178,-46.61307078
2179,-46.61307078
2180,-46.50089927
2181,-46.34612013
2182,-46.84679969
2183,-46.44407348
2184,-46.44407348
2185,-46.41838862
2186,-46.64089362
2187,-46.49155905
2188,-46.64306387
2189,-46.64506207
2190,-46.57830542
2191,-46.54183657
2192,-46.78186771
2193,-46.52033322
2194,-46.6381745
2195,-46.63377527
2196,-46.63377527
2197,-46.4478935
2198,-46.64306387
2199,-46.57621803
2200,-46.57621803
2201,-46.4478935
2202,-46.4478935
2203,-46.74721384
2204,-46.4867533
2205,-46.78186771
2206,-46.78186771
2207,-46.78459113
2208,-46.78186771
2209,-46.64342061
2210,-46.29148113
2211,-46.55231479
2212,-46.72107705
2213,-46.53732146
2214,-46.78459113
2215,-46.78186771
2216,-46.63325723
2217,-46.52123703
2218,-46.73472636
2219,-46.60520166
2220,-46.66413874
2221,-46.64306387
2222,-46.57397538
2223,-46.4478935
2224,-46.84617711
2225,-46.84617711
2226,-46.51358385
2227,-46.57350864
2228,-46.61707142
2229,-46.78459113
2230,-46.78186771
2231,-46.67409433
2232,-46.78186771
2233,-46.73472636
2234,-46.70851307
2235,-46.5090817
2236,-46.62967013
2237,-46.78186771
2238,-46.79179953
2239,-46.78186771
2240,-46.66686324
2241,-46.63567057
2242,-46.77094642
2243,-46.52246505
2244,-46.33946313
2245,-46.63377527
2246,-46.74627405
2247,-46.4295388
2248,-46.28326411
2249,-46.90102283
2250,-46.37202084
2251,-46.57397538
2252,-46.3185585
2253,-46.49482766
2254,-47.00105841
2255,-46.82766199
2256,-46.08601855
2257,-46.78186771
2258,-46.70490143
2259,-46.44852999
2260,-46.75473763
2261,-46.78494684
2262,-46.61307078
2263,-46.5399443
2264,-46.45358397
2265,-46.45358397
2266,-46.87187601
2267,-46.63075045
2268,-46.67279388
2269,-46.53007564
2270,-46.60036151
2271,-46.78186771
2272,-46.30230453
2273,-46.78186771
2274,-46.78186771
2275,-46.63008811
2276,-46.41838862
2277,-46.49784062
2278,-46.52950465
2279,-46.78186771
2280,-46.78186771
2281,-46.78186771
2282,-46.78186771
2283,-46.64431182
2284,-46.56938774
2285,-46.76410263
2286,-46.53836522
2287,-46.74627405
2288,-46.52033322
2289,-46.78186771
2290,-46.78186771
2291,-46.5356079
2292,-46.57621803
2293,-46.78186771
2294,-46.51223084
2295,-46.72780489
2296,-46.41838862
2297,-46.32963651
2298,-46.32963651
2299,-46.4478935
2300,-46.78186771
2301,-46.78186771
2302,-46.62134384
2303,-46.57350864
2304,-46.36894795
2305,-46.64017886
2306,-46.61527855
2307,-46.64575904
2308,-46.78186771
2309,-46.63325723
2310,-46.67659315
2311,-46.67659315
2312,-46.70385448
2313,-46.52287784
2314,-46.34774904
2315,-46.78474891
2316,-46.28385798
2317,-46.60720141
2318,-46.46268945
2319,-46.29148113
2320,-46.28476943
2321,-46.78186771
2322,-46.78186771
2323,-46.52033322
2324,-46.52033322
2325,-46.64306387
2326,-46.54272767
2327,-46.78186771
2328,-46.78186771
2329,-46.57639285
2330,-46.58122901
2331,-46.62183178
2332,-46.78186771
2333,-46.57621803
2334,-46.78186771
2335,-46.5463049
2336,-46.64431182
2337,-46.65343103
2338,-46.64696727
2339,-46.64696727
2340,-46.64696727
2341,-46.67287685
2342,-46.70091681
2343,-46.73357803
2344,-46.61519738
2345,-46.61519738
2346,-46.36574874
2347,-46.28631586
2348,-46.78459113
2349,-46.62522444
2350,-46.64356972
2351,-46.32006567
2352,-46.63275734
2353,-46.64342061
2354,-46.6412186
2355,-46.78186771
2356,-46.59614629
2357,-46.78186771
2358,-46.40099529
2359,-46.78911167
2360,-46.64786653
2361,-46.78186771
2362,-46.54205407
2363,-46.37494531
2364,-46.73352126
2365,-46.73352126
2366,-46.55303889
2367,-46.43156016
2368,-46.86039626
2369,-46.8541947
2370,-46.62967013
2371,-46.64329027
2372,-46.6408979
2373,-46.66593872
2374,-46.40757048
2375,-46.66686324
2376,-46.78186771
2377,-46.73357803
2378,-46.78186771
2379,-46.45477045
2380,-46.5924037
2381,-46.4834092
2382,-46.78186771
2383,-46.49344911
2384,-46.40782343
2385,-46.78186771
2386,-46.64500515
2387,-46.33946313
2388,-46.33946313
2389,-46.57397538
2390,-46.57397538
2391,-46.72561127
2392,-46.23415536
2393,-46.78186771
2394,-46.78186771
2395,-46.57157908
2396,-46.70091681
2397,-46.65259026
2398,-46.75717635
2399,-46.78186771
2400,-46.78186771
2401,-46.5615473
2402,-46.78186771
2403,-46.74627405
2404,-46.78186771
2405,-46.78186771
2406,-46.34774904
2407,-46.36894795
2408,-46.70916707
2409,-46.3185585
2410,-46.49482766
2411,-47.11880168
2412,-46.68857313
2413,-47.00105841
2414,-46.78186771
2415,-46.47064124
2416,-46.62134384
2417,-46.9295801
2418,-46.78393302
2419,-46.4507605
2420,-46.71241129
2421,-46.71241129
2422,-46.61519738
2423,-46.61519738
2424,-46.66986448
2425,-46.43505189
2426,-46.56287441
2427,-46.78186771
2428,-46.68902319
2429,-46.56659522
2430,-46.72561127
2431,-46.70813141
2432,-46.44139709
2433,-46.47805384
2434,-46.53625277
2435,-46.78186771
2436,-46.36894795
2437,-46.70916707
2438,-46.49482766
2439,-46.6408979
2440,-46.45309065
2441,-46.53984443
2442,-46.50225298
2443,-46.6998079
2444,-46.65670576
2445,-46.78186771
2446,-46.65420856
2447,-46.79910505
2448,-46.78186771
2449,-46.5463049
2450,-46.5463049
2451,-46.4668958
2452,-46.68833008
2453,-46.64975299
2454,-46.52768497
2455,-46.44444827
2456,-46.89547641
2457,-46.28448835
2458,-46.76182019
2459,-46.68792896
2460,-46.6252223
2461,-46.36141075
2462,-46.64356972
2463,-46.74102928
2464,-46.59204801
2465,-46.41838862
2466,-46.78186771
2467,-46.62530341
2468,-46.64356972
2469,-46.78186771
2470,-46.70404848
2471,-46.78186771
2472,-46.78186771
2473,-46.58304025
2474,-46.78186771
2475,-46.17349246
2476,-46.45344692
2477,-46.43660361
2478,-46.16272439
2479,-46.78186771
2480,-46.59024238
2481,-46.84215543
2482,-46.72423745
2483,-46.29024203
2484,-46.68857313
2485,-46.40557306
2486,-46.52033322
2487,-46.78186771
2488,-46.50520812
2489,-46.52759804
2490,-46.43800193
2491,-46.52794855
2492,-46.78186771
2493,-46.3037511
2494,-46.22492479
2495,-46.64306387
2496,-46.64306387
2497,-46.57621803
2498,-46.57621803
2499,-46.48623392
2500,-46.48623392
2501,-46.48623392
2502,-46.64431182
2503,-46.86811288
2504,-46.86811288
2505,-46.4478935
2506,-46.61328639
2507,-46.78186771
2508,-46.46746717
2509,-46.78558107
2510,-46.78186771
2511,-46.41197273
2512,-46.65343103
2513,-46.57368444
2514,-46.72661931
2515,-46.52471222
2516,-46.63040598
2517,-46.56669959
2518,-46.78186771
2519,-46.79147463
2520,-46.2978334
2521,-46.78904091
2522,-46.70091681
2523,-46.37290585
2524,-46.82665341
2525,-46.43505189
2526,-46.64017886
2527,-46.56026483
2528,-46.85951697
2529,-46.63304222
2530,-46.78186771
2531,-46.34774904
2532,-46.61313575
2533,-46.34774904
2534,-46.78186771
2535,-46.78186771
2536,-46.78186771
2537,-47.00308091
2538,-46.66228643
2539,-46.32629336
2540,-46.66593872
2541,-46.51207428
2542,-46.45086676
2543,-46.52967713
2544,-46.29148113
2545,-46.66228643
2546,-46.78186771
2547,-46.78186771
2548,-46.78186771
2549,-46.5356079
2550,-46.66766676
2551,-46.32963651
2552,-46.89567139
2553,-46.53034814
2554,-46.85433824
2555,-46.78186771
2556,-46.66781153
2557,-46.48203703
2558,-46.78186771
2559,-46.52768497
2560,-46.67659315
2561,-46.70528827
2562,-46.73643258
2563,-46.78186771
2564,-46.51540198
2565,-46.78186771
2566,-46.78186771
2567,-46.50520812
2568,-46.53843688
2569,-46.6414813
2570,-46.83197856
2571,-46.61513695
2572,-46.61513695
2573,-46.66132439
2574,-46.64559549
2575,-46.44299261
2576,-46.67779007
2577,-46.53809379
2578,-46.63597034
2579,-46.7403312
2580,-46.76695666
2581,-46.78186771
2582,-46.52033322
2583,-46.52033322
2584,-46.78186771
2585,-46.51240865
2586,-46.78186771
2587,-46.56577218
2588,-46.93490856
2589,-46.63784448
2590,-46.78186771
2591,-46.75329164
2592,-46.75329164
2593,-46.78186771
2594,-46.78186771
2595,-46.47391724
2596,-46.78186771
2597,-46.78186771
2598,-46.68231673
2599,-46.78186771
2600,-46.52469705
2601,-46.78186771
2602,-46.78186771
2603,-46.58522002
2604,-46.78186771
2605,-46.45358397
2606,-46.78186771
2607,-46.78186771
2608,-46.4478935
2609,-46.47805384
2610,-46.78186771
2611,-46.48902751
2612,-46.40557306
2613,-46.59960306
2614,-46.34960609
2615,-46.78186771
2616,-46.86811288
2617,-46.6408979
2618,-46.32629336
2619,-46.78330929
2620,-46.84724234
2621,-46.63578529
2622,-46.86811288
2623,-46.82766199
2624,-46.78186771
2625,-46.60256541
2626,-46.45309065
2627,-46.55549651
2628,-46.44990135
2629,-46.54020217
2630,-46.78186771
2631,-46.5756774
2632,-46.62437303
2633,-46.29024203
2634,-46.78186771
2635,-46.57416181
2636,-46.43505189
2637,-46.74721384
2638,-46.57350864
2639,-46.71889617
2640,-46.78186771
2641,-46.78186771
2642,-46.78186771
2643,-46.78186771
2644,-46.61328639
2645,-46.72661931
2646,-46.78459113
2647,-46.89294235
2648,-46.56915571
2649,-46.7149589
2650,-46.58815292
2651,-46.78186771
2652,-46.78186771
2653,-46.78186771
2654,-46.63040598
2655,-46.62994166
2656,-46.75216129
2657,-46.84510034
2658,-46.78186771
2659,-46.78186771
2660,-46.63325723
2661,-46.67287685
2662,-46.70091681
2663,-46.70091681
2664,-46.64575904
2665,-46.67390204
2666,-46.76435926
2667,-46.76435926
2668,-46.7996692
2669,-46.70346969
2670,-46.23259228
2671,-46.78186771
2672,-46.78186771
2673,-46.87601158
2674,-46.79016356
2675,-46.83882142
2676,-46.78186771
2677,-46.78186771
2678,-46.79153823
2679,-45.83589789
2680,-46.37303468
2681,-46.58304025
2682,-46.68755075
2683,-46.78186771
2684,-46.78186771
2685,-46.60910007
2686,-46.64329027
2687,-46.56871207
2688,-46.78186771
2689,-46.84463943
2690,-46.78186771
2691,-46.78186771
2692,-46.74304735
2693,-46.57933063
2694,-46.6414813
2695,-46.6714047
2696,-46.64431182
2697,-46.59960179
2698,-46.63615192
2699,-46.78186771
2700,-46.78186771
2701,-46.67572052
2702,-46.78223825
2703,-46.78186771
2704,-46.66201641
2705,-46.58207376
2706,-46.89567139
2707,-46.33413625
2708,-46.85000726
2709,-46.61417721
2710,-46.61417721
2711,-46.57030203
2712,-46.47391724
2713,-46.78186771
2714,-46.29832331
2715,-46.51810731
2716,-46.53694844
2717,-46.33631027
2718,-46.78186771
2719,-46.78186771
2720,-46.4860493
2721,-46.78186771
2722,-46.78186771
2723,-46.57397538
2724,-46.64338232
2725,-46.66016649
2726,-46.45588609
2727,-46.45588609
2728,-46.5463049
2729,-46.78186771
2730,-46.70244372
2731,-46.79448055
2732,-46.77488587
2733,-46.58710552
2734,-46.8452356
2735,-46.67050291
2736,-46.56659525
2737,-46.68178963
2738,-46.69000881
2739,-46.69511235
2740,-46.78186771
2741,-46.7225994
2742,-47.00734865
2743,-46.56871207
2744,-46.78186771
2745,-46.78186771
2746,-46.43803109
2747,-46.78186771
2748,-46.79967991
2749,-45.96350265
2750,-46.78186771
2751,-46.5741099
2752,-46.78186771
2753,-46.89205567
2754,-46.75092639
2755,-46.78904091
2756,-46.63332034
2757,-46.64431182
2758,-46.56775324
2759,-46.78186771
2760,-46.85314136
2761,-46.62191598
2762,-46.61572151
2763,-46.64356972
2764,-46.64620083
2765,-46.69774167
2766,-46.56915886
2767,-46.59024238
2768,-46.45711614
2769,-46.78900938
2770,-46.53181167
2771,-46.4666598
2772,-46.57711493
2773,-46.82047631
2774,-46.82205595
2775,-46.64702931
2776,-46.78186771
2777,-46.76730079
2778,-46.72437041
2779,-46.78186771
2780,-46.55303173
2781,-46.67951836
2782,-46.69394106
2783,-46.70581291
2784,-46.64102307
2785,-46.64102307
2786,-46.64431182
2787,-46.55955382
2788,-46.64892231
2789,-46.58533373
2790,-46.50319975
2791,-46.65466824
2792,-46.78186771
2793,-46.63615192
2794,-46.78186771
2795,-46.78186771
2796,-46.78186771
2797,-46.64329027
2798,-46.03845815
2799,-46.78186771
2800,-46.64694823
2801,-46.71500126
2802,-46.79062771
2803,-46.78186771
2804,-46.59860682
2805,-46.61519738
2806,-46.63784448
2807,-46.78186771
2808,-46.17644514
2809,-46.78186771
2810,-46.70325076
2811,-46.53105626
2812,-46.3750193
2813,-46.3750193
2814,-46.39920928
2815,-46.64786653
2816,-46.59202899
2817,-46.54656106
2818,-46.78186771
2819,-46.78186771
2820,-46.233789
2821,-46.78186771
2822,-46.78186771
2823,-46.60556514
2824,-46.65179891
2825,-46.78186771
2826,-46.7501265
2827,-46.64557387
2828,-46.78186771
2829,-46.78186771
2830,-46.78186771
2831,-46.28485806
2832,-46.79437262
2833,-46.41491708
2834,-46.493233
2835,-46.77929877
2836,-46.46695116
2837,-46.63008811
2838,-46.31604436
2839,-46.6986338
2840,-46.5045337
2841,-46.58852055
2842,-46.78332775
2843,-46.78186771
2844,-46.78186771
2845,-46.00905871
2846,-46.5797111
2847,-46.5797111
2848,-46.5797111
2849,-46.5797111
2850,-46.35106883
2851,-46.46182831
2852,-46.54083878
2853,-46.72733798
2854,-46.78186771
2855,-46.78186771
2856,-46.47110891
2857,-46.502633
2858,-46.30601445
2859,-46.46450614
2860,-46.34715702
2861,-46.78354335
2862,-46.78186771
2863,-46.71641983
2864,-46.28296396
2865,-46.32543753
2866,-46.57995042
2867,-46.78186771
2868,-46.89205567
2869,-46.81477197
2870,-46.78186771
2871,-46.53391846
2872,-46.75488974
2873,-46.65128156
2874,-46.53034814
2875,-46.85433824
2876,-46.78186771
2877,-46.6408979
2878,-46.51381005
2879,-46.51381005
2880,-46.51381005
2881,-46.78186771
2882,-46.61572151
2883,-46.45520922
2884,-46.55847847
2885,-46.28296396
2886,-46.56669411
2887,-46.7033183
2888,-46.58839989
2889,-46.58814885
2890,-46.54060177
2891,-46.7236177
2892,-46.67660906
2893,-46.737515
2894,-46.6582259
2895,-46.78186771
2896,-46.78186771
2897,-46.65069207
2898,-46.60825896
